// global attributes:
// etag device attributes:
  :instrument_name = "159924_2013_128419"
  :instrument_type = "s"
  :manufacturer = "Wildlife"
  :model = "SPOT"
  :owner_contact = "wetherbee@uri.edu"
  :person_owner = "Bradley Wetherbee"
  :ptt = "128419"
// etag deployment attributes:
  :geospatial_lat_start = "38.0427"
  :geospatial_lon_start = "-74.493"
  :time_coverage_start = "1369958400"
// etag end of mission attributes:
  :time_coverage_end = "1404950400"
  :end_details = "Argos"
  :end_type = "stopped transmitting"
  :geospatial_lat_end = "42.2644"
  :geospatial_lon_end = "-66.504"
// etag animal attributes:
  :platform = "Isurus oxyrinchus"
  :taxonomic_serial_number = "159924"
// etag quality attributes:
  :found_problem = "no"
  :person_qc = "Camrin Braun"
// data:
// DateTime,VariableID,VariableValue,VariableName,VariableUnits
2013-06-11 02:36:45,34,2,argosLC,unitless
2013-06-11 05:28:07,2,-74.8406,longitude,degree
2013-06-11 05:28:07,3,35.9482,latitude,degree
2013-06-11 05:28:07,34,2,argosLC,unitless
2013-06-12 02:09:36,2,-74.8053,longitude,degree
2013-06-12 02:09:36,3,35.9146,latitude,degree
2013-06-12 02:09:36,34,B,argosLC,unitless
2013-06-12 04:04:21,2,-74.7363,longitude,degree
2013-06-12 04:04:21,3,35.9554,latitude,degree
2013-06-12 04:04:21,34,B,argosLC,unitless
2013-06-12 05:14:56,2,-74.7126,longitude,degree
2013-06-12 05:14:56,3,35.9694,latitude,degree
2013-06-12 05:14:56,34,1,argosLC,unitless
2013-06-12 07:01:10,2,-74.6852,longitude,degree
2013-06-12 07:01:10,3,35.986,latitude,degree
2013-06-12 07:01:10,34,0,argosLC,unitless
2013-06-13 10:14:11,2,-74.7954,longitude,degree
2013-06-13 10:14:11,3,36.041,latitude,degree
2013-06-13 10:14:11,34,B,argosLC,unitless
2013-06-13 20:17:47,2,-74.678,longitude,degree
2013-06-13 20:17:47,3,36.0989,latitude,degree
2013-06-13 20:17:47,34,2,argosLC,unitless
2013-06-13 21:56:21,2,-74.6902,longitude,degree
2013-06-13 21:56:21,3,36.0951,latitude,degree
2013-06-13 21:56:21,34,0,argosLC,unitless
2013-06-13 22:33:30,2,-74.68,longitude,degree
2013-06-13 22:33:30,3,36.0926,latitude,degree
2013-06-13 22:33:30,34,1,argosLC,unitless
2013-06-13 23:59:46,2,-74.6171,longitude,degree
2013-06-13 23:59:46,3,36.1161,latitude,degree
2013-06-13 23:59:46,34,0,argosLC,unitless
2013-06-14 00:07:10,2,-74.6158,longitude,degree
2013-06-14 00:07:10,3,36.1012,latitude,degree
2013-06-14 00:07:10,34,A,argosLC,unitless
2013-06-14 04:58:06,2,-74.6631,longitude,degree
2013-06-14 04:58:06,3,36.1725,latitude,degree
2013-06-14 04:58:06,34,B,argosLC,unitless
2013-06-14 08:29:54,2,-74.6675,longitude,degree
2013-06-14 08:29:54,3,36.1697,latitude,degree
2013-06-14 08:29:54,34,B,argosLC,unitless
2013-06-15 06:28:14,2,-74.5003,longitude,degree
2013-06-15 06:28:14,3,36.2121,latitude,degree
2013-06-15 06:28:14,34,B,argosLC,unitless
2013-06-15 10:49:30,2,-74.7875,longitude,degree
2013-06-15 10:49:30,3,36.2908,latitude,degree
2013-06-15 10:49:30,34,A,argosLC,unitless
2013-06-15 11:24:52,2,-74.792,longitude,degree
2013-06-15 11:24:52,3,36.2956,latitude,degree
2013-06-15 11:24:52,34,B,argosLC,unitless
2013-06-16 03:06:49,2,-74.8145,longitude,degree
2013-06-16 03:06:49,3,36.2269,latitude,degree
2013-06-16 03:06:49,34,B,argosLC,unitless
2013-06-16 06:10:05,2,-74.7569,longitude,degree
2013-06-16 06:10:05,3,36.1927,latitude,degree
2013-06-16 06:10:05,34,3,argosLC,unitless
2013-06-16 07:28:38,2,-74.7448,longitude,degree
2013-06-16 07:28:38,3,36.1813,latitude,degree
2013-06-16 07:28:38,34,2,argosLC,unitless
2013-06-16 07:52:31,2,-74.7415,longitude,degree
2013-06-16 07:52:31,3,36.184,latitude,degree
2013-06-16 07:52:31,34,3,argosLC,unitless
2013-06-17 05:59:38,2,-74.7394,longitude,degree
2013-06-17 05:59:38,3,36.2058,latitude,degree
2013-06-17 05:59:38,34,B,argosLC,unitless
2013-06-17 07:16:22,2,-74.7485,longitude,degree
2013-06-17 07:16:22,3,36.2122,latitude,degree
2013-06-17 07:16:22,34,2,argosLC,unitless
2013-06-17 10:40:22,2,-74.7812,longitude,degree
2013-06-17 10:40:22,3,36.227,latitude,degree
2013-06-17 10:40:22,34,B,argosLC,unitless
2013-06-17 10:40:46,2,-74.7704,longitude,degree
2013-06-17 10:40:46,3,36.2357,latitude,degree
2013-06-17 10:40:46,34,B,argosLC,unitless
2013-06-17 21:55:57,2,-74.7299,longitude,degree
2013-06-17 21:55:57,3,36.2723,latitude,degree
2013-06-17 21:55:57,34,A,argosLC,unitless
2013-06-17 22:04:13,2,-74.7226,longitude,degree
2013-06-17 22:04:13,3,36.2698,latitude,degree
2013-06-17 22:04:13,34,2,argosLC,unitless
2013-06-17 23:38:44,2,-74.7281,longitude,degree
2013-06-17 23:38:44,3,36.2701,latitude,degree
2013-06-17 23:38:44,34,B,argosLC,unitless
2013-06-18 01:56:02,2,-74.734,longitude,degree
2013-06-18 01:56:02,3,36.2776,latitude,degree
2013-06-18 01:56:02,34,B,argosLC,unitless
2013-06-18 05:48:31,2,-74.7382,longitude,degree
2013-06-18 05:48:31,3,36.3661,latitude,degree
2013-06-18 05:48:31,34,1,argosLC,unitless
2013-06-18 08:31:16,2,-74.7489,longitude,degree
2013-06-18 08:31:16,3,36.389,latitude,degree
2013-06-18 08:31:16,34,B,argosLC,unitless
2013-06-18 17:21:34,2,-74.7543,longitude,degree
2013-06-18 17:21:34,3,36.4314,latitude,degree
2013-06-18 17:21:34,34,B,argosLC,unitless
2013-06-18 21:37:27,2,-74.7642,longitude,degree
2013-06-18 21:37:27,3,36.4412,latitude,degree
2013-06-18 21:37:27,34,B,argosLC,unitless
2013-06-18 23:07:01,2,-74.7614,longitude,degree
2013-06-18 23:07:01,3,36.4299,latitude,degree
2013-06-18 23:07:01,34,B,argosLC,unitless
2013-06-19 06:58:45,2,-74.7662,longitude,degree
2013-06-19 06:58:45,3,36.5123,latitude,degree
2013-06-19 06:58:45,34,B,argosLC,unitless
2013-06-19 07:26:14,2,-74.7557,longitude,degree
2013-06-19 07:26:14,3,36.5231,latitude,degree
2013-06-19 07:26:14,34,B,argosLC,unitless
2013-06-23 22:48:04,2,-74.6517,longitude,degree
2013-06-23 22:48:04,3,36.9473,latitude,degree
2013-06-23 22:48:04,34,A,argosLC,unitless
2013-06-23 23:57:19,2,-74.6508,longitude,degree
2013-06-23 23:57:19,3,36.9534,latitude,degree
2013-06-23 23:57:19,34,B,argosLC,unitless
2013-06-24 00:01:00,2,-74.6537,longitude,degree
2013-06-24 00:01:00,3,36.9521,latitude,degree
2013-06-24 00:01:00,34,B,argosLC,unitless
2013-06-24 20:48:35,2,-74.5689,longitude,degree
2013-06-24 20:48:35,3,37.0263,latitude,degree
2013-06-24 20:48:35,34,2,argosLC,unitless
2013-06-24 20:48:49,2,-74.5709,longitude,degree
2013-06-24 20:48:49,3,37.0255,latitude,degree
2013-06-24 20:48:49,34,2,argosLC,unitless
2013-06-24 23:24:26,2,-74.5716,longitude,degree
2013-06-24 23:24:26,3,37.0182,latitude,degree
2013-06-24 23:24:26,34,0,argosLC,unitless
2013-06-24 23:37:10,2,-74.5652,longitude,degree
2013-06-24 23:37:10,3,37.0174,latitude,degree
2013-06-24 23:37:10,34,B,argosLC,unitless
2013-06-25 01:15:10,2,-74.5749,longitude,degree
2013-06-25 01:15:10,3,37.033,latitude,degree
2013-06-25 01:15:10,34,B,argosLC,unitless
2013-06-25 07:34:04,2,-74.5967,longitude,degree
2013-06-25 07:34:04,3,37.0805,latitude,degree
2013-06-25 07:34:04,34,B,argosLC,unitless
2013-06-25 10:45:58,2,-74.5914,longitude,degree
2013-06-25 10:45:58,3,37.0842,latitude,degree
2013-06-25 10:45:58,34,B,argosLC,unitless
2013-06-25 23:24:17,2,-74.5391,longitude,degree
2013-06-25 23:24:17,3,37.0308,latitude,degree
2013-06-25 23:24:17,34,2,argosLC,unitless
2013-06-26 01:44:47,2,-74.567,longitude,degree
2013-06-26 01:44:47,3,37.0653,latitude,degree
2013-06-26 01:44:47,34,1,argosLC,unitless
2013-06-26 02:31:56,2,-74.5558,longitude,degree
2013-06-26 02:31:56,3,37.0794,latitude,degree
2013-06-26 02:31:56,34,3,argosLC,unitless
2013-06-26 02:43:15,2,-74.5591,longitude,degree
2013-06-26 02:43:15,3,37.0859,latitude,degree
2013-06-26 02:43:15,34,3,argosLC,unitless
2013-06-26 07:48:14,2,-74.5398,longitude,degree
2013-06-26 07:48:14,3,37.1469,latitude,degree
2013-06-26 07:48:14,34,B,argosLC,unitless
2013-06-26 10:06:13,2,-74.5186,longitude,degree
2013-06-26 10:06:13,3,37.2121,latitude,degree
2013-06-26 10:06:13,34,2,argosLC,unitless
2013-06-26 10:13:14,2,-74.5126,longitude,degree
2013-06-26 10:13:14,3,37.2128,latitude,degree
2013-06-26 10:13:14,34,1,argosLC,unitless
2013-06-26 10:38:45,2,-74.5171,longitude,degree
2013-06-26 10:38:45,3,37.2248,latitude,degree
2013-06-26 10:38:45,34,2,argosLC,unitless
2013-06-26 11:46:02,2,-74.5116,longitude,degree
2013-06-26 11:46:02,3,37.2082,latitude,degree
2013-06-26 11:46:02,34,2,argosLC,unitless
2013-06-26 11:54:49,2,-74.511,longitude,degree
2013-06-26 11:54:49,3,37.211,latitude,degree
2013-06-26 11:54:49,34,B,argosLC,unitless
2013-06-26 13:13:09,2,-74.5032,longitude,degree
2013-06-26 13:13:09,3,37.2248,latitude,degree
2013-06-26 13:13:09,34,B,argosLC,unitless
2013-06-26 22:22:20,2,-74.5287,longitude,degree
2013-06-26 22:22:20,3,37.1744,latitude,degree
2013-06-26 22:22:20,34,B,argosLC,unitless
2013-06-26 23:20:46,2,-74.5022,longitude,degree
2013-06-26 23:20:46,3,37.1373,latitude,degree
2013-06-26 23:20:46,34,A,argosLC,unitless
2013-06-27 00:04:47,2,-74.4974,longitude,degree
2013-06-27 00:04:47,3,37.1277,latitude,degree
2013-06-27 00:04:47,34,A,argosLC,unitless
2013-06-27 00:31:32,2,-74.5054,longitude,degree
2013-06-27 00:31:32,3,37.1212,latitude,degree
2013-06-27 00:31:32,34,A,argosLC,unitless
2013-06-27 02:08:04,2,-74.5446,longitude,degree
2013-06-27 02:08:04,3,37.1358,latitude,degree
2013-06-27 02:08:04,34,0,argosLC,unitless
2013-06-27 02:29:58,2,-74.5355,longitude,degree
2013-06-27 02:29:58,3,37.141,latitude,degree
2013-06-27 02:29:58,34,3,argosLC,unitless
2013-06-27 03:06:35,2,-74.5296,longitude,degree
2013-06-27 03:06:35,3,37.1435,latitude,degree
2013-06-27 03:06:35,34,2,argosLC,unitless
2013-06-27 03:50:36,2,-74.5202,longitude,degree
2013-06-27 03:50:36,3,37.1455,latitude,degree
2013-06-27 03:50:36,34,1,argosLC,unitless
2013-06-27 05:53:41,2,-74.5162,longitude,degree
2013-06-27 05:53:41,3,37.1453,latitude,degree
2013-06-27 05:53:41,34,B,argosLC,unitless
2013-06-27 07:05:57,2,-74.5164,longitude,degree
2013-06-27 07:05:57,3,37.1467,latitude,degree
2013-06-27 07:05:57,34,B,argosLC,unitless
2013-06-28 00:09:51,2,-74.5251,longitude,degree
2013-06-28 00:09:51,3,37.209,latitude,degree
2013-06-28 00:09:51,34,1,argosLC,unitless
2013-06-28 01:53:12,2,-74.5275,longitude,degree
2013-06-28 01:53:12,3,37.1962,latitude,degree
2013-06-28 01:53:12,34,B,argosLC,unitless
2013-06-28 02:17:36,2,-74.5195,longitude,degree
2013-06-28 02:17:36,3,37.2024,latitude,degree
2013-06-28 02:17:36,34,3,argosLC,unitless
2013-06-28 02:43:51,2,-74.4996,longitude,degree
2013-06-28 02:43:51,3,37.206,latitude,degree
2013-06-28 02:43:51,34,2,argosLC,unitless
2013-06-28 05:44:50,2,-74.4498,longitude,degree
2013-06-28 05:44:50,3,37.2493,latitude,degree
2013-06-28 05:44:50,34,3,argosLC,unitless
2013-06-29 01:27:44,2,-74.4358,longitude,degree
2013-06-29 01:27:44,3,37.3521,latitude,degree
2013-06-29 01:27:44,34,2,argosLC,unitless
2013-06-29 02:03:44,2,-74.4124,longitude,degree
2013-06-29 02:03:44,3,37.3601,latitude,degree
2013-06-29 02:03:44,34,3,argosLC,unitless
2013-06-29 02:24:49,2,-74.4224,longitude,degree
2013-06-29 02:24:49,3,37.3615,latitude,degree
2013-06-29 02:24:49,34,3,argosLC,unitless
2013-06-29 03:05:24,2,-74.3931,longitude,degree
2013-06-29 03:05:24,3,37.3765,latitude,degree
2013-06-29 03:05:24,34,A,argosLC,unitless
2013-06-29 08:32:03,2,-74.3198,longitude,degree
2013-06-29 08:32:03,3,37.3679,latitude,degree
2013-06-29 08:32:03,34,A,argosLC,unitless
2013-06-29 08:34:41,2,-74.3788,longitude,degree
2013-06-29 08:34:41,3,37.405,latitude,degree
2013-06-29 08:34:41,34,B,argosLC,unitless
2013-06-29 10:05:18,2,-74.4019,longitude,degree
2013-06-29 10:05:18,3,37.479,latitude,degree
2013-06-29 10:05:18,34,2,argosLC,unitless
2013-06-29 10:09:03,2,-74.4039,longitude,degree
2013-06-29 10:09:03,3,37.4731,latitude,degree
2013-06-29 10:09:03,34,A,argosLC,unitless
2013-06-30 02:10:17,2,-74.4245,longitude,degree
2013-06-30 02:10:17,3,37.8836,latitude,degree
2013-06-30 02:10:17,34,B,argosLC,unitless
2013-06-30 02:46:28,2,-74.5046,longitude,degree
2013-06-30 02:46:28,3,37.6636,latitude,degree
2013-06-30 02:46:28,34,3,argosLC,unitless
2013-06-30 05:27:30,2,-74.496,longitude,degree
2013-06-30 05:27:30,3,37.7393,latitude,degree
2013-06-30 05:27:30,34,B,argosLC,unitless
2013-06-30 07:09:45,2,-74.5688,longitude,degree
2013-06-30 07:09:45,3,37.7188,latitude,degree
2013-06-30 07:09:45,34,A,argosLC,unitless
2013-06-30 08:11:59,2,-74.5838,longitude,degree
2013-06-30 08:11:59,3,37.7129,latitude,degree
2013-06-30 08:11:59,34,B,argosLC,unitless
2013-06-30 23:38:22,2,-74.8656,longitude,degree
2013-06-30 23:38:22,3,37.7738,latitude,degree
2013-06-30 23:38:22,34,B,argosLC,unitless
2013-07-01 02:27:14,2,-74.5421,longitude,degree
2013-07-01 02:27:14,3,37.6538,latitude,degree
2013-07-01 02:27:14,34,B,argosLC,unitless
2013-07-01 03:23:22,2,-74.6625,longitude,degree
2013-07-01 03:23:22,3,37.6075,latitude,degree
2013-07-01 03:23:22,34,B,argosLC,unitless
2013-07-01 03:23:58,2,-74.6657,longitude,degree
2013-07-01 03:23:58,3,37.609,latitude,degree
2013-07-01 03:23:58,34,1,argosLC,unitless
2013-07-01 05:12:28,2,-74.6361,longitude,degree
2013-07-01 05:12:28,3,37.6325,latitude,degree
2013-07-01 05:12:28,34,A,argosLC,unitless
2013-07-01 06:57:48,2,-74.632,longitude,degree
2013-07-01 06:57:48,3,37.6467,latitude,degree
2013-07-01 06:57:48,34,B,argosLC,unitless
2013-07-01 08:05:15,2,-74.6672,longitude,degree
2013-07-01 08:05:15,3,37.6492,latitude,degree
2013-07-01 08:05:15,34,B,argosLC,unitless
2013-07-02 01:24:21,2,-74.858,longitude,degree
2013-07-02 01:24:21,3,37.476,latitude,degree
2013-07-02 01:24:21,34,B,argosLC,unitless
2013-07-02 01:27:04,2,-74.7045,longitude,degree
2013-07-02 01:27:04,3,37.5014,latitude,degree
2013-07-02 01:27:04,34,1,argosLC,unitless
2013-07-02 02:05:45,2,-74.7174,longitude,degree
2013-07-02 02:05:45,3,37.4889,latitude,degree
2013-07-02 02:05:45,34,2,argosLC,unitless
2013-07-02 03:00:51,2,-74.7414,longitude,degree
2013-07-02 03:00:51,3,37.4815,latitude,degree
2013-07-02 03:00:51,34,A,argosLC,unitless
2013-07-02 03:51:21,2,-74.7418,longitude,degree
2013-07-02 03:51:21,3,37.4717,latitude,degree
2013-07-02 03:51:21,34,B,argosLC,unitless
2013-07-02 06:39:28,2,-74.7147,longitude,degree
2013-07-02 06:39:28,3,37.4672,latitude,degree
2013-07-02 06:39:28,34,2,argosLC,unitless
2013-07-03 06:27:45,2,-74.6146,longitude,degree
2013-07-03 06:27:45,3,37.4377,latitude,degree
2013-07-03 06:27:45,34,2,argosLC,unitless
2013-07-03 07:44:40,2,-74.6171,longitude,degree
2013-07-03 07:44:40,3,37.4342,latitude,degree
2013-07-03 07:44:40,34,B,argosLC,unitless
2013-07-03 08:11:35,2,-74.6608,longitude,degree
2013-07-03 08:11:35,3,37.4341,latitude,degree
2013-07-03 08:11:35,34,B,argosLC,unitless
